Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount
I009316,O05618,P0354,2,749.54,0.05
I009317,O05619,P0468,1,17686.56,0.1
I009318,O05619,P0192,2,13132.41,0.1
I009319,O05620,P0361,1,8061.24,0.1
I009320,O05621,P0151,4,8069.27,0.05
I009321,O05622,P0374,2,20293.37,0.05
I009322,O05623,P0131,2,2329.3,0.2
I009323,O05624,P0397,1,18087.88,0.1
I009324,O05624,P0029,3,7973.77,0.1
I009325,O05624,P0239,1,10044.2,0.1
I009326,O05625,P0158,3,9904.7,0.05
I009327,O05626,P0179,2,12189.37,0.1
I009328,O05626,P0342,4,8867.09,0.1
I009329,O05627,P0282,2,4087.36,0.15
I009330,O05628,P0298,1,14301.55,0.0
I009331,O05628,P0242,2,12806.32,0.0
I009332,O05629,P0085,1,14574.29,0.2
I009333,O05629,P0073,2,14367.83,0.2
I009334,O05629,P0471,4,3362.5,0.2
I009335,O05630,P0019,3,7331.38,0.15
I009336,O05631,P0233,1,9166.88,0.05
I009337,O05632,P0340,4,6540.28,0.25
I009338,O05632,P0178,1,9447.65,0.25
I009339,O05633,P0101,1,13448.78,0.0
I009340,O05633,P0465,1,7131.53,0.0
I009341,O05634,P0108,2,11560.22,0.15
I009342,O05634,P0035,1,10869.62,0.15
I009343,O05635,P0239,1,10044.2,0.1
I009344,O05636,P0203,2,14797.26,0.15
I009345,O05636,P0451,1,18517.71,0.15
I009346,O05637,P0083,2,7026.05,0.1
I009347,O05637,P0381,4,1646.42,0.1
I009348,O05637,P0109,1,7019.11,0.1
I009349,O05637,P0110,1,239.19,0.1
I009350,O05638,P0268,1,21182.18,0.0
I009351,O05638,P0073,1,14367.83,0.0
I009352,O05639,P0408,1,12252.4,0.05
I009353,O05640,P0432,1,1677.91,0.1
I009354,O05641,P0160,1,6251.25,0.2
I009355,O05642,P0271,1,10464.94,0.0
I009356,O05642,P0169,2,5258.15,0.0
I009357,O05643,P0356,1,17911.43,0.0
I009358,O05643,P0385,1,9160.1,0.0
I009359,O05643,P0001,2,12680.89,0.0
I009360,O05644,P0466,3,7584.85,0.0
I009361,O05644,P0183,2,208.22,0.0
I009362,O05645,P0111,2,4168.73,0.1
I009363,O05646,P0016,1,4929.52,0.05
I009364,O05647,P0033,1,2436.78,0.0
I009365,O05647,P0296,3,10086.41,0.0
I009366,O05648,P0458,1,11252.82,0.0
I009367,O05648,P0470,1,16384.1,0.0
I009368,O05648,P0266,1,6946.78,0.0
I009369,O05648,P0228,1,7442.22,0.0
I009370,O05649,P0183,1,208.22,0.15
I009371,O05650,P0379,2,4596.34,0.1
I009372,O05651,P0387,2,11008.74,0.2
I009373,O05651,P0329,1,6837.04,0.2
I009374,O05652,P0053,1,11740.23,0.1
I009375,O05653,P0147,5,5903.16,0.15
I009376,O05653,P0020,1,16894.73,0.15
I009377,O05654,P0225,2,925.67,0.15
I009378,O05654,P0485,1,1818.67,0.15
I009379,O05654,P0398,1,15186.38,0.15
I009380,O05654,P0072,1,8074.69,0.15
I009381,O05655,P0364,1,20513.3,0.25
I009382,O05655,P0203,3,14797.26,0.25
I009383,O05656,P0010,2,8507.4,0.2
I009384,O05657,P0363,2,11446.48,0.15
I009385,O05657,P0063,1,17989.43,0.15
I009386,O05657,P0012,2,9210.89,0.15
I009387,O05658,P0015,4,198.88,0.1
I009388,O05658,P0438,1,9736.72,0.1
I009389,O05659,P0033,1,2436.78,0.3
I009390,O05659,P0005,1,2113.83,0.3
I009391,O05660,P0310,3,6739.9,0.05
I009392,O05661,P0361,1,8061.24,0.15
I009393,O05661,P0412,3,14362.31,0.15
I009394,O05662,P0180,1,5738.9,0.0
I009395,O05663,P0347,2,207.7,0.1
I009396,O05664,P0007,4,20905.26,0.15
I009397,O05665,P0017,1,9858.5,0.0
I009398,O05666,P0151,4,8069.27,0.05
I009399,O05667,P0362,1,7754.84,0.1
I009400,O05667,P0166,2,4299.84,0.1
I009401,O05667,P0317,1,14355.69,0.1
I009402,O05668,P0085,1,14574.29,0.1
I009403,O05669,P0065,1,11896.67,0.15
I009404,O05669,P0155,2,16173.54,0.15
I009405,O05670,P0353,1,4627.28,0.0
I009406,O05671,P0179,1,12189.37,0.1
I009407,O05672,P0346,1,17166.81,0.25
I009408,O05673,P0133,1,16221.29,0.25
I009409,O05674,P0283,1,10933.03,0.0
I009410,O05674,P0376,2,21096.71,0.0
I009411,O05675,P0168,1,11374.5,0.2
I009412,O05676,P0486,1,7416.01,0.1
I009413,O05677,P0100,2,7091.79,0.15
I009414,O05678,P0172,1,13856.39,0.0
I009415,O05679,P0012,1,9210.89,0.15
I009416,O05679,P0453,1,2027.99,0.15
I009417,O05680,P0407,1,775.43,0.0
I009418,O05680,P0233,1,9166.88,0.0
I009419,O05681,P0463,1,7934.67,0.1
I009420,O05682,P0336,2,5532.6,0.15
I009421,O05682,P0172,1,13856.39,0.15
I009422,O05683,P0200,1,9202.06,0.15
I009423,O05684,P0399,2,9834.2,0.0
I009424,O05685,P0138,1,9332.54,0.05
I009425,O05685,P0228,2,7442.22,0.05
I009426,O05685,P0456,3,5984.52,0.05
I009427,O05686,P0417,1,7877.14,0.15
I009428,O05687,P0231,3,5606.43,0.15
I009429,O05688,P0008,3,404.42,0.1
I009430,O05688,P0004,1,21658.55,0.1
I009431,O05689,P0388,4,10509.73,0.0
I009432,O05689,P0065,1,11896.67,0.0
I009433,O05690,P0450,1,2255.15,0.1
I009434,O05690,P0128,2,11542.08,0.1
I009435,O05691,P0380,1,1803.38,0.15
I009436,O05692,P0134,1,8950.35,0.25
I009437,O05692,P0405,1,10874.23,0.25
I009438,O05693,P0144,5,5083.64,0.15
I009439,O05694,P0217,1,2504.14,0.2
I009440,O05695,P0289,1,5068.21,0.05
I009441,O05696,P0369,2,2936.18,0.2
I009442,O05696,P0287,1,11017.89,0.2
I009443,O05697,P0046,1,15363.92,0.1
I009444,O05697,P0094,4,6917.65,0.1
I009445,O05698,P0105,2,10085.48,0.1
I009446,O05699,P0189,2,1077.94,0.05
I009447,O05700,P0172,5,13856.39,0.05
I009448,O05701,P0059,1,7497.65,0.1
I009449,O05702,P0075,1,16717.1,0.2
I009450,O05703,P0163,2,16537.01,0.05
I009451,O05703,P0378,3,224.7,0.05
I009452,O05703,P0420,2,5156.99,0.05
I009453,O05703,P0019,5,7331.38,0.05
I009454,O05704,P0150,1,19657.29,0.05
I009455,O05704,P0270,1,15544.12,0.05
I009456,O05705,P0014,1,14738.4,0.25
I009457,O05705,P0485,1,1818.67,0.25
I009458,O05706,P0126,2,12590.35,0.0
I009459,O05706,P0008,1,404.42,0.0
I009460,O05707,P0021,3,18265.35,0.1
I009461,O05708,P0082,4,8524.01,0.1
I009462,O05708,P0151,2,8069.27,0.1
I009463,O05709,P0324,2,2232.66,0.15
I009464,O05710,P0389,2,10740.24,0.05
I009465,O05711,P0243,2,5300.75,0.1
I009466,O05711,P0128,1,11542.08,0.1
I009467,O05711,P0249,1,11650.12,0.1
I009468,O05712,P0246,2,3212.48,0.0
I009469,O05712,P0083,1,7026.05,0.0
I009470,O05712,P0186,2,14403.22,0.0
I009471,O05713,P0191,4,14335.92,0.05
I009472,O05713,P0064,1,18152.26,0.05
I009473,O05714,P0283,1,10933.03,0.0
I009474,O05714,P0292,1,21583.15,0.0
I009475,O05715,P0447,2,13008.01,0.1
I009476,O05715,P0498,2,1038.57,0.1
I009477,O05716,P0357,2,4004.54,0.0
I009478,O05716,P0028,1,2327.59,0.0
I009479,O05717,P0035,1,10869.62,0.0
I009480,O05718,P0400,1,7063.54,0.05
I009481,O05718,P0174,1,14241.6,0.05
I009482,O05719,P0452,1,14623.62,0.0
I009483,O05720,P0111,1,4168.73,0.15
I009484,O05721,P0278,1,4045.44,0.05
I009485,O05721,P0220,1,4537.91,0.05
I009486,O05721,P0089,1,21527.82,0.05
I009487,O05722,P0092,1,3959.04,0.15
I009488,O05723,P0368,3,19421.03,0.2
I009489,O05724,P0458,2,11252.82,0.15
I009490,O05725,P0119,1,14136.98,0.15
I009491,O05725,P0062,1,2140.31,0.15
I009492,O05726,P0369,2,2936.18,0.1
I009493,O05726,P0334,1,5599.91,0.1
I009494,O05726,P0081,1,12661.97,0.1
I009495,O05727,P0097,2,16913.36,0.05
I009496,O05727,P0275,2,18205.93,0.05
I009497,O05727,P0189,2,1077.94,0.05
I009498,O05728,P0148,1,3827.6,0.05
I009499,O05729,P0249,1,11650.12,0.1
I009500,O05730,P0005,2,2113.83,0.05
I009501,O05731,P0266,1,6946.78,0.05
I009502,O05731,P0496,2,20624.48,0.05
I009503,O05732,P0221,1,9748.25,0.0
I009504,O05732,P0080,3,8081.72,0.0
I009505,O05733,P0382,1,17253.16,0.15
I009506,O05734,P0412,1,14362.31,0.15
I009507,O05734,P0409,1,8257.04,0.15
I009508,O05735,P0340,1,6540.28,0.1
I009509,O05735,P0261,1,9413.55,0.1
I009510,O05736,P0192,1,13132.41,0.05
I009511,O05736,P0163,1,16537.01,0.05
I009512,O05736,P0417,2,7877.14,0.05
I009513,O05737,P0182,1,7028.31,0.15
I009514,O05737,P0439,1,11309.42,0.15
I009515,O05738,P0141,1,2669.4,0.0
I009516,O05738,P0399,2,9834.2,0.0
I009517,O05738,P0344,1,5745.03,0.0
I009518,O05739,P0169,2,5258.15,0.0
I009519,O05740,P0383,1,5460.56,0.15
I009520,O05740,P0220,1,4537.91,0.15
I009521,O05741,P0441,1,11253.53,0.1
I009522,O05742,P0019,2,7331.38,0.15
I009523,O05742,P0490,1,17879.27,0.15
I009524,O05742,P0021,1,18265.35,0.15
I009525,O05743,P0047,2,3795.44,0.05
I009526,O05744,P0064,1,18152.26,0.0
I009527,O05744,P0253,2,10206.89,0.0
I009528,O05745,P0374,1,20293.37,0.1
I009529,O05745,P0062,1,2140.31,0.1
I009530,O05745,P0249,2,11650.12,0.1
I009531,O05746,P0465,1,7131.53,0.1
I009532,O05746,P0092,1,3959.04,0.1
I009533,O05747,P0179,1,12189.37,0.15
I009534,O05747,P0257,1,8094.05,0.15
I009535,O05748,P0362,3,7754.84,0.0
I009536,O05748,P0062,1,2140.31,0.0
I009537,O05748,P0383,1,5460.56,0.0
I009538,O05749,P0101,3,13448.78,0.25
I009539,O05750,P0123,1,12283.66,0.0
I009540,O05751,P0437,2,9057.77,0.05
I009541,O05751,P0302,1,10139.5,0.05
I009542,O05751,P0288,3,16170.77,0.05
I009543,O05752,P0235,1,17675.52,0.15
I009544,O05753,P0267,2,13380.29,0.15
I009545,O05754,P0092,2,3959.04,0.1
I009546,O05755,P0245,1,14211.09,0.0
I009547,O05755,P0343,1,21720.15,0.0
I009548,O05756,P0463,1,7934.67,0.2
I009549,O05756,P0366,1,12694.5,0.2
I009550,O05756,P0010,5,8507.4,0.2
I009551,O05756,P0014,1,14738.4,0.2
I009552,O05757,P0168,1,11374.5,0.1
I009553,O05758,P0229,1,971.19,0.15
I009554,O05758,P0401,1,18961.41,0.15
I009555,O05759,P0326,1,1200.34,0.05
I009556,O05760,P0120,3,15630.4,0.05
I009557,O05761,P0261,2,9413.55,0.15
I009558,O05761,P0162,3,11199.84,0.15
I009559,O05762,P0137,1,2945.06,0.15
I009560,O05763,P0184,3,5176.95,0.15
I009561,O05763,P0338,1,9789.99,0.15
I009562,O05764,P0163,5,16537.01,0.15
I009563,O05764,P0217,3,2504.14,0.15
I009564,O05764,P0498,1,1038.57,0.15
I009565,O05764,P0109,1,7019.11,0.15
I009566,O05765,P0186,2,14403.22,0.0
I009567,O05765,P0146,3,12538.22,0.0
I009568,O05765,P0299,2,9253.96,0.0
I009569,O05766,P0326,1,1200.34,0.05
I009570,O05766,P0488,1,6474.12,0.05
I009571,O05766,P0129,3,15750.63,0.05
I009572,O05767,P0477,1,13272.75,0.1
I009573,O05768,P0442,1,12851.94,0.1
I009574,O05769,P0340,1,6540.28,0.1
I009575,O05769,P0188,1,6865.34,0.1
I009576,O05770,P0484,2,14051.85,0.2
I009577,O05770,P0441,3,11253.53,0.2
I009578,O05771,P0333,1,16891.72,0.0
I009579,O05772,P0198,2,15426.36,0.15
I009580,O05773,P0004,1,21658.55,0.0
I009581,O05773,P0179,1,12189.37,0.0
I009582,O05774,P0109,1,7019.11,0.05
I009583,O05775,P0166,1,4299.84,0.05
I009584,O05776,P0233,1,9166.88,0.1
I009585,O05777,P0192,1,13132.41,0.1
I009586,O05778,P0045,1,5553.07,0.1
I009587,O05778,P0479,1,2007.3,0.1
I009588,O05778,P0003,1,14157.19,0.1
I009589,O05778,P0025,2,21151.19,0.1
I009590,O05779,P0336,2,5532.6,0.05
I009591,O05780,P0283,1,10933.03,0.1
I009592,O05780,P0487,2,2276.61,0.1
I009593,O05781,P0080,1,8081.72,0.15
I009594,O05782,P0189,2,1077.94,0.05
I009595,O05782,P0266,1,6946.78,0.05
I009596,O05783,P0052,1,22717.29,0.25
I009597,O05783,P0249,3,11650.12,0.25
I009598,O05784,P0321,1,15173.01,0.0
I009599,O05784,P0377,2,7254.24,0.0
I009600,O05784,P0218,1,10519.23,0.0
I009601,O05785,P0340,1,6540.28,0.3
I009602,O05785,P0084,1,10059.02,0.3
I009603,O05786,P0361,1,8061.24,0.15
I009604,O05786,P0289,1,5068.21,0.15
I009605,O05786,P0309,2,879.52,0.15
I009606,O05787,P0194,1,4785.07,0.1
I009607,O05788,P0211,3,12771.97,0.05
I009608,O05789,P0050,1,12181.9,0.1
I009609,O05789,P0179,1,12189.37,0.1
I009610,O05790,P0416,2,14378.26,0.15
I009611,O05791,P0126,1,12590.35,0.05
I009612,O05791,P0287,1,11017.89,0.05
I009613,O05791,P0165,1,8775.25,0.05
I009614,O05792,P0132,3,8762.43,0.0
I009615,O05793,P0379,1,4596.34,0.1
I009616,O05794,P0494,1,9857.51,0.05
I009617,O05794,P0175,1,8354.48,0.05
I009618,O05794,P0401,1,18961.41,0.05
I009619,O05795,P0195,1,18266.79,0.05
I009620,O05795,P0433,1,11369.56,0.05
I009621,O05796,P0161,1,4912.94,0.15
I009622,O05796,P0164,1,744.63,0.15
I009623,O05797,P0159,2,12341.8,0.0
I009624,O05798,P0058,1,10856.44,0.15
I009625,O05799,P0048,1,881.87,0.0
I009626,O05800,P0032,2,12721.46,0.2
I009627,O05801,P0441,2,11253.53,0.1
I009628,O05801,P0222,2,6948.91,0.1
I009629,O05802,P0250,1,17490.25,0.25
I009630,O05802,P0277,1,14027.28,0.25
I009631,O05803,P0288,2,16170.77,0.2
I009632,O05804,P0067,1,18606.26,0.2
I009633,O05804,P0445,2,5378.95,0.2
I009634,O05805,P0147,1,5903.16,0.0
I009635,O05805,P0217,3,2504.14,0.0
I009636,O05806,P0356,2,17911.43,0.15
I009637,O05807,P0312,1,8312.33,0.1
I009638,O05807,P0494,2,9857.51,0.1
I009639,O05807,P0455,1,6841.97,0.1
I009640,O05807,P0124,1,15514.19,0.1
I009641,O05808,P0129,4,15750.63,0.1
I009642,O05809,P0444,1,4611.38,0.05
I009643,O05809,P0379,1,4596.34,0.05
I009644,O05809,P0478,1,24448.55,0.05
I009645,O05810,P0326,2,1200.34,0.0
I009646,O05811,P0144,3,5083.64,0.05
I009647,O05811,P0198,1,15426.36,0.05
I009648,O05812,P0454,4,13398.41,0.1
I009649,O05813,P0066,1,4602.72,0.1
I009650,O05814,P0288,1,16170.77,0.15
I009651,O05815,P0125,3,8357.18,0.2
I009652,O05815,P0319,1,17097.24,0.2
I009653,O05816,P0434,3,15961.32,0.05
I009654,O05816,P0269,1,9853.0,0.05
I009655,O05816,P0029,1,7973.77,0.05
I009656,O05816,P0467,1,7857.91,0.05
I009657,O05817,P0443,1,3024.24,0.0
I009658,O05817,P0249,2,11650.12,0.0
I009659,O05818,P0241,1,9473.89,0.3
I009660,O05819,P0101,2,13448.78,0.2
I009661,O05819,P0254,1,1468.59,0.2
I009662,O05820,P0284,1,9183.48,0.05
I009663,O05821,P0375,4,1937.18,0.0
I009664,O05822,P0309,1,879.52,0.25
I009665,O05822,P0127,2,12125.3,0.25
I009666,O05823,P0385,1,9160.1,0.05
I009667,O05824,P0188,1,6865.34,0.05
I009668,O05825,P0063,1,17989.43,0.0
I009669,O05826,P0390,1,2477.97,0.05
I009670,O05827,P0031,2,10837.07,0.2
I009671,O05828,P0440,1,10988.87,0.1
I009672,O05829,P0336,1,5532.6,0.0
I009673,O05830,P0215,1,2961.47,0.25
I009674,O05831,P0367,1,14116.53,0.1
I009675,O05831,P0412,1,14362.31,0.1
I009676,O05832,P0425,1,3871.16,0.1
I009677,O05833,P0494,3,9857.51,0.15
I009678,O05833,P0044,1,4750.75,0.15
I009679,O05833,P0421,1,3134.29,0.15
I009680,O05834,P0217,1,2504.14,0.1
I009681,O05835,P0409,1,8257.04,0.2
I009682,O05836,P0486,1,7416.01,0.15
I009683,O05837,P0209,3,17935.22,0.15
I009684,O05838,P0081,1,12661.97,0.05
I009685,O05838,P0082,1,8524.01,0.05
I009686,O05839,P0032,2,12721.46,0.3
I009687,O05839,P0273,3,1414.88,0.3
I009688,O05840,P0017,1,9858.5,0.15
I009689,O05840,P0271,5,10464.94,0.15
I009690,O05841,P0278,4,4045.44,0.1
I009691,O05841,P0037,1,5389.2,0.1
I009692,O05842,P0338,1,9789.99,0.0
I009693,O05843,P0412,1,14362.31,0.1
I009694,O05844,P0436,2,9847.38,0.15
I009695,O05844,P0220,1,4537.91,0.15
I009696,O05844,P0019,4,7331.38,0.15
I009697,O05844,P0445,1,5378.95,0.15
I009698,O05845,P0423,2,13857.3,0.05
I009699,O05845,P0183,5,208.22,0.05
I009700,O05845,P0163,1,16537.01,0.05
I009701,O05845,P0462,1,8013.86,0.05
I009702,O05846,P0398,1,15186.38,0.0
I009703,O05846,P0108,1,11560.22,0.0
I009704,O05847,P0459,1,15147.66,0.15
I009705,O05848,P0191,1,14335.92,0.15
I009706,O05848,P0245,3,14211.09,0.15
I009707,O05848,P0044,2,4750.75,0.15
I009708,O05849,P0039,1,1954.54,0.15
I009709,O05849,P0050,1,12181.9,0.15
I009710,O05850,P0018,2,8521.23,0.05
I009711,O05851,P0290,1,5856.65,0.0
I009712,O05851,P0494,1,9857.51,0.0
I009713,O05852,P0384,1,21014.31,0.1
I009714,O05853,P0384,2,21014.31,0.05
I009715,O05854,P0155,1,16173.54,0.15
I009716,O05855,P0112,1,10276.51,0.1
I009717,O05855,P0454,1,13398.41,0.1
I009718,O05855,P0024,1,14146.9,0.1
I009719,O05856,P0226,2,1989.2,0.0
I009720,O05857,P0003,3,14157.19,0.05
I009721,O05858,P0378,2,224.7,0.2
I009722,O05859,P0174,1,14241.6,0.1
I009723,O05860,P0202,3,4958.04,0.1
I009724,O05860,P0107,3,12811.73,0.1
I009725,O05861,P0426,2,17258.9,0.15
I009726,O05862,P0353,1,4627.28,0.15
I009727,O05862,P0249,1,11650.12,0.15
I009728,O05863,P0214,1,3598.9,0.0
I009729,O05863,P0096,4,7114.07,0.0
I009730,O05863,P0425,5,3871.16,0.0
I009731,O05864,P0288,1,16170.77,0.2
I009732,O05864,P0047,4,3795.44,0.2
I009733,O05864,P0329,1,6837.04,0.2
I009734,O05865,P0424,1,1099.43,0.25
I009735,O05866,P0065,4,11896.67,0.0
I009736,O05867,P0237,2,13454.07,0.05
I009737,O05868,P0114,1,2768.84,0.0
I009738,O05869,P0160,3,6251.25,0.1
I009739,O05870,P0338,1,9789.99,0.05
I009740,O05870,P0348,1,19194.75,0.05
I009741,O05871,P0190,1,4813.84,0.05
I009742,O05872,P0407,4,775.43,0.05
I009743,O05873,P0032,1,12721.46,0.0
I009744,O05874,P0207,1,9618.99,0.0
I009745,O05874,P0027,2,6637.92,0.0
I009746,O05875,P0161,4,4912.94,0.1
I009747,O05876,P0177,3,5666.47,0.1
I009748,O05876,P0070,3,3923.76,0.1
I009749,O05877,P0434,1,15961.32,0.0
I009750,O05878,P0083,1,7026.05,0.15
I009751,O05879,P0356,1,17911.43,0.0
I009752,O05879,P0362,1,7754.84,0.0
I009753,O05880,P0398,2,15186.38,0.1
I009754,O05881,P0128,2,11542.08,0.05
I009755,O05882,P0469,1,12828.28,0.2
I009756,O05883,P0192,2,13132.41,0.1
I009757,O05883,P0127,1,12125.3,0.1
I009758,O05884,P0130,2,5669.17,0.2
I009759,O05884,P0458,2,11252.82,0.2
I009760,O05885,P0047,1,3795.44,0.3
I009761,O05885,P0490,2,17879.27,0.3
I009762,O05885,P0314,1,5199.64,0.3
I009763,O05885,P0026,1,8043.88,0.3
I009764,O05886,P0255,1,2178.42,0.0
I009765,O05886,P0213,3,13682.03,0.0
I009766,O05887,P0222,1,6948.91,0.0
I009767,O05887,P0325,2,883.29,0.0
I009768,O05888,P0419,1,11206.88,0.15
I009769,O05888,P0004,1,21658.55,0.15
I009770,O05889,P0004,5,21658.55,0.1
I009771,O05890,P0369,1,2936.18,0.1
I009772,O05890,P0042,2,18369.63,0.1
I009773,O05891,P0471,4,3362.5,0.05
I009774,O05891,P0127,1,12125.3,0.05
I009775,O05892,P0427,3,2376.46,0.0
I009776,O05893,P0114,1,2768.84,0.15
I009777,O05894,P0083,1,7026.05,0.1
I009778,O05895,P0117,3,5812.89,0.1
I009779,O05895,P0330,1,621.58,0.1
I009780,O05896,P0008,1,404.42,0.15
I009781,O05897,P0390,1,2477.97,0.3
I009782,O05897,P0352,1,10103.59,0.3
I009783,O05898,P0472,1,6339.28,0.15
I009784,O05899,P0082,2,8524.01,0.25
I009785,O05899,P0116,2,14318.59,0.25
I009786,O05900,P0246,1,3212.48,0.05
I009787,O05901,P0348,2,19194.75,0.2
I009788,O05901,P0108,3,11560.22,0.2
I009789,O05902,P0217,3,2504.14,0.15
I009790,O05902,P0154,4,13970.67,0.15
I009791,O05902,P0300,2,11744.09,0.15
I009792,O05903,P0425,1,3871.16,0.05
I009793,O05904,P0085,4,14574.29,0.1
I009794,O05905,P0257,3,8094.05,0.05
I009795,O05906,P0247,1,5866.18,0.0
I009796,O05907,P0491,2,14558.18,0.1
I009797,O05908,P0121,1,5223.81,0.3
I009798,O05908,P0120,2,15630.4,0.3
I009799,O05908,P0450,1,2255.15,0.3
I009800,O05909,P0351,5,6684.2,0.2
I009801,O05910,P0383,2,5460.56,0.0
I009802,O05910,P0244,1,6694.24,0.0
I009803,O05911,P0298,1,14301.55,0.25
I009804,O05912,P0330,1,621.58,0.1
I009805,O05912,P0009,4,10894.67,0.1
I009806,O05913,P0435,2,11265.94,0.0
I009807,O05914,P0134,1,8950.35,0.2
I009808,O05915,P0119,1,14136.98,0.25
I009809,O05915,P0245,3,14211.09,0.25
I009810,O05916,P0256,2,10413.89,0.2
I009811,O05917,P0471,2,3362.5,0.1
I009812,O05918,P0405,1,10874.23,0.05
I009813,O05918,P0251,1,13718.51,0.05
I009814,O05919,P0331,1,7610.91,0.05
I009815,O05920,P0144,3,5083.64,0.25
I009816,O05921,P0272,1,13853.17,0.05
I009817,O05922,P0096,1,7114.07,0.1
I009818,O05922,P0322,1,179.06,0.1
I009819,O05923,P0371,2,14987.41,0.15
I009820,O05924,P0130,1,5669.17,0.2
I009821,O05924,P0423,1,13857.3,0.2
I009822,O05925,P0226,1,1989.2,0.1
I009823,O05926,P0323,1,19857.8,0.05
I009824,O05926,P0136,2,10051.62,0.05
I009825,O05926,P0252,2,18803.98,0.05
I009826,O05927,P0219,1,1340.09,0.05
I009827,O05928,P0015,1,198.88,0.05
I009828,O05928,P0315,1,8767.22,0.05
I009829,O05929,P0033,1,2436.78,0.15
I009830,O05930,P0276,3,15791.95,0.0
I009831,O05930,P0055,4,18288.33,0.0
I009832,O05930,P0315,2,8767.22,0.0
I009833,O05931,P0372,1,5715.65,0.15
I009834,O05932,P0034,4,3767.39,0.05
I009835,O05932,P0269,2,9853.0,0.05
I009836,O05933,P0373,3,8955.67,0.0
I009837,O05933,P0374,1,20293.37,0.0
I009838,O05934,P0058,2,10856.44,0.0
I009839,O05935,P0109,1,7019.11,0.05
I009840,O05935,P0259,1,9091.06,0.05
I009841,O05936,P0206,2,13942.45,0.2
I009842,O05937,P0171,1,6118.98,0.1
I009843,O05937,P0269,5,9853.0,0.1
I009844,O05938,P0397,1,18087.88,0.05
I009845,O05939,P0431,1,7800.63,0.05
I009846,O05939,P0342,1,8867.09,0.05
I009847,O05940,P0133,1,16221.29,0.15
I009848,O05940,P0212,2,15959.35,0.15
I009849,O05941,P0135,1,13687.78,0.1
I009850,O05941,P0450,1,2255.15,0.1
I009851,O05941,P0440,3,10988.87,0.1
I009852,O05942,P0394,1,9719.2,0.0
I009853,O05943,P0449,1,3785.19,0.05
I009854,O05944,P0500,1,14456.78,0.1
I009855,O05945,P0036,1,22992.46,0.05
I009856,O05945,P0188,4,6865.34,0.05
I009857,O05946,P0490,1,17879.27,0.05
I009858,O05947,P0076,2,12082.97,0.05
I009859,O05948,P0057,1,14313.59,0.15
I009860,O05949,P0053,1,11740.23,0.25
I009861,O05949,P0309,1,879.52,0.25
I009862,O05949,P0123,3,12283.66,0.25
I009863,O05949,P0008,1,404.42,0.25
I009864,O05950,P0425,1,3871.16,0.0
I009865,O05950,P0055,2,18288.33,0.0
I009866,O05951,P0366,3,12694.5,0.1
I009867,O05951,P0192,3,13132.41,0.1
I009868,O05951,P0185,1,11400.27,0.1
I009869,O05952,P0338,1,9789.99,0.0
I009870,O05953,P0176,1,13983.62,0.05
I009871,O05953,P0402,1,5149.65,0.05
I009872,O05953,P0107,1,12811.73,0.05
I009873,O05954,P0152,3,11257.85,0.1
I009874,O05954,P0084,1,10059.02,0.1
I009875,O05955,P0031,1,10837.07,0.15
I009876,O05956,P0453,1,2027.99,0.1
I009877,O05957,P0121,1,5223.81,0.2
I009878,O05958,P0352,3,10103.59,0.15
I009879,O05959,P0135,2,13687.78,0.05
I009880,O05960,P0035,3,10869.62,0.15
I009881,O05961,P0190,3,4813.84,0.05
I009882,O05961,P0499,1,2390.13,0.05
I009883,O05961,P0367,2,14116.53,0.05
I009884,O05962,P0414,2,3244.46,0.15
I009885,O05963,P0410,1,8140.59,0.05
I009886,O05964,P0189,1,1077.94,0.0
I009887,O05964,P0385,4,9160.1,0.0
I009888,O05965,P0329,2,6837.04,0.1
I009889,O05965,P0266,3,6946.78,0.1
I009890,O05965,P0036,3,22992.46,0.1
I009891,O05965,P0115,1,10805.92,0.1
I009892,O05966,P0281,1,8647.87,0.1
I009893,O05966,P0167,1,2741.53,0.1
I009894,O05967,P0439,4,11309.42,0.1
I009895,O05968,P0145,2,5897.75,0.05
I009896,O05968,P0294,2,9318.36,0.05
I009897,O05969,P0442,1,12851.94,0.05
I009898,O05969,P0424,1,1099.43,0.05
I009899,O05970,P0233,1,9166.88,0.2
I009900,O05971,P0057,4,14313.59,0.1
I009901,O05972,P0033,1,2436.78,0.1
I009902,O05973,P0439,1,11309.42,0.15
I009903,O05973,P0312,1,8312.33,0.15
I009904,O05973,P0357,1,4004.54,0.15
I009905,O05974,P0355,3,15161.64,0.0
I009906,O05974,P0242,1,12806.32,0.0
I009907,O05974,P0314,3,5199.64,0.0
I009908,O05975,P0340,1,6540.28,0.15
I009909,O05976,P0381,1,1646.42,0.0
I009910,O05977,P0249,2,11650.12,0.05
I009911,O05977,P0042,1,18369.63,0.05
I009912,O05978,P0379,4,4596.34,0.1
I009913,O05979,P0033,1,2436.78,0.05
I009914,O05979,P0114,3,2768.84,0.05
I009915,O05980,P0333,1,16891.72,0.15
I009916,O05980,P0051,1,13023.34,0.15
I009917,O05980,P0445,1,5378.95,0.15
I009918,O05981,P0470,4,16384.1,0.1
I009919,O05981,P0297,1,14103.76,0.1
I009920,O05981,P0032,2,12721.46,0.1
I009921,O05982,P0280,1,19260.63,0.05
I009922,O05982,P0064,1,18152.26,0.05
I009923,O05982,P0377,1,7254.24,0.05
