Customer_ID,Customer_Name,Age,Gender,City,State,Signup_Date,Customer_Segment,Acquisition_Channel
C02790,Customer 02790,54,Female,Ahmedabad,Gujarat,2026-05-13,Occasional,Referral
C02791,Customer 02791,65,Other,Chennai,Tamil Nadu,2026-01-16,Occasional,Referral
C02792,Customer 02792,50,Male,Delhi,Delhi,2025-01-01,Regular,Organic
C02793,Customer 02793,45,Female,Kochi,Kerala,2024-03-22,Occasional,Social
C02794,Customer 02794,26,Female,Pune,Maharashtra,2026-03-16,Regular,Organic
C02795,Customer 02795,29,Male,Pune,Maharashtra,2026-04-01,Regular,Referral
C02796,Customer 02796,22,Male,Bangalore,Karnataka,2024-03-16,Premium,Paid
C02797,Customer 02797,45,Male,Indore,Madhya Pradesh,2025-06-10,Premium,Referral
C02798,Customer 02798,52,Male,Jaipur,Rajasthan,2026-01-01,Occasional,Paid
C02799,Customer 02799,22,Female,Mumbai,Maharashtra,2025-05-17,Premium,Paid
C02800,Customer 02800,51,Male,Chennai,Tamil Nadu,2026-01-11,Premium,Social
C02801,Customer 02801,63,Other,Chennai,Tamil Nadu,2025-04-23,Occasional,Organic
C02802,Customer 02802,51,Male,Ahmedabad,Gujarat,2025-01-06,Premium,Social
C02803,Customer 02803,30,Female,Ahmedabad,Gujarat,2024-09-21,Regular,Referral
C02804,Customer 02804,56,Female,Pune,Maharashtra,2024-09-20,Regular,Paid
C02805,Customer 02805,59,Male,Pune,Maharashtra,2024-04-19,Regular,Referral
C02806,Customer 02806,62,Male,Indore,Madhya Pradesh,2024-11-02,Occasional,Organic
C02807,Customer 02807,65,Female,Lucknow,Uttar Pradesh,2024-07-18,Regular,Paid
C02808,Customer 02808,31,Female,Hyderabad,Telangana,2024-08-13,Regular,Social
C02809,Customer 02809,28,Male,Hyderabad,Telangana,2024-07-03,Occasional,Organic
C02810,Customer 02810,59,Male,Lucknow,Uttar Pradesh,2024-01-31,Regular,Referral
C02811,Customer 02811,55,Male,Jaipur,Rajasthan,2025-09-05,Regular,Paid
C02812,Customer 02812,21,Male,Hyderabad,Telangana,2026-02-09,Occasional,Referral
C02813,Customer 02813,50,Female,Indore,Madhya Pradesh,2024-04-08,Regular,Organic
C02814,Customer 02814,24,Female,Mumbai,Maharashtra,2024-12-04,Regular,Paid
C02815,Customer 02815,58,Male,Mumbai,Maharashtra,2026-03-21,Premium,Social
C02816,Customer 02816,25,Other,Chennai,Tamil Nadu,2026-03-07,Regular,Organic
C02817,Customer 02817,54,Male,Kolkata,West Bengal,2024-09-22,Premium,Referral
C02818,Customer 02818,27,Female,Lucknow,Uttar Pradesh,2025-10-13,Regular,Paid
C02819,Customer 02819,60,Male,Mumbai,Maharashtra,2026-03-24,Occasional,Paid
C02820,Customer 02820,32,Male,Delhi,Delhi,2026-03-08,Regular,Referral
C02821,Customer 02821,55,Male,Pune,Maharashtra,2024-12-15,Regular,Paid
C02822,Customer 02822,32,Male,Ahmedabad,Gujarat,2025-12-28,Occasional,Organic
C02823,Customer 02823,22,Female,Indore,Madhya Pradesh,2025-06-27,Regular,Social
C02824,Customer 02824,46,Female,Hyderabad,Telangana,2025-04-01,Occasional,Social
C02825,Customer 02825,36,Male,Lucknow,Uttar Pradesh,2026-03-25,Regular,Organic
C02826,Customer 02826,27,Female,Chennai,Tamil Nadu,2024-03-28,Premium,Paid
C02827,Customer 02827,29,Male,Bangalore,Karnataka,2024-03-03,Occasional,Referral
C02828,Customer 02828,21,Female,Ahmedabad,Gujarat,2025-01-21,Regular,Social
C02829,Customer 02829,48,Male,Delhi,Delhi,2026-03-01,Occasional,Social
C02830,Customer 02830,35,Male,Hyderabad,Telangana,2025-04-03,Premium,Social
C02831,Customer 02831,33,Male,Delhi,Delhi,2025-08-08,Regular,Organic
C02832,Customer 02832,57,Female,Pune,Maharashtra,2026-03-28,Regular,Social
C02833,Customer 02833,53,Female,Pune,Maharashtra,2025-09-27,Premium,Social
C02834,Customer 02834,42,Male,Indore,Madhya Pradesh,2024-09-25,Occasional,Paid
C02835,Customer 02835,40,Male,Jaipur,Rajasthan,2026-06-12,Regular,Paid
C02836,Customer 02836,29,Male,Chennai,Tamil Nadu,2026-03-07,Occasional,Paid
C02837,Customer 02837,51,Female,Ahmedabad,Gujarat,2025-09-24,Regular,Referral
C02838,Customer 02838,53,Female,Kochi,Kerala,2024-12-11,Regular,Organic
C02839,Customer 02839,54,Male,Kochi,Kerala,2025-12-24,Regular,Organic
C02840,Customer 02840,20,Male,Ahmedabad,Gujarat,2025-10-21,Regular,Organic
C02841,Customer 02841,26,Female,Bangalore,Karnataka,2024-03-18,Regular,Paid
C02842,Customer 02842,35,Male,Indore,Madhya Pradesh,2024-12-30,Regular,Organic
C02843,Customer 02843,60,Male,Chennai,Tamil Nadu,2024-01-14,Premium,Referral
C02844,Customer 02844,52,Male,Delhi,Delhi,2024-05-15,Occasional,Organic
C02845,Customer 02845,51,Male,Bangalore,Karnataka,2024-10-30,Occasional,Social
C02846,Customer 02846,58,Female,Kolkata,West Bengal,2025-01-31,Regular,Social
C02847,Customer 02847,31,Female,Ahmedabad,Gujarat,2026-03-02,Premium,Social
C02848,Customer 02848,21,Male,Delhi,Delhi,2024-03-19,Regular,Referral
C02849,Customer 02849,46,Female,Kochi,Kerala,2026-01-24,Regular,Organic
C02850,Customer 02850,58,Male,Mumbai,Maharashtra,2025-12-05,Regular,Paid
C02851,Customer 02851,62,Female,Lucknow,Uttar Pradesh,2025-02-21,Regular,Organic
C02852,Customer 02852,32,Female,Jaipur,Rajasthan,2024-08-29,Occasional,Social
C02853,Customer 02853,45,Female,Kochi,Kerala,2024-02-20,Regular,Paid
C02854,Customer 02854,59,Male,Chennai,Tamil Nadu,2026-01-13,Regular,Referral
C02855,Customer 02855,33,Male,Pune,Maharashtra,2026-02-09,Regular,Referral
C02856,Customer 02856,29,Male,Lucknow,Uttar Pradesh,2025-01-18,Occasional,Social
C02857,Customer 02857,22,Female,Lucknow,Uttar Pradesh,2025-01-09,Regular,Referral
C02858,Customer 02858,51,Male,Mumbai,Maharashtra,2025-12-30,Occasional,Referral
C02859,Customer 02859,59,Female,Jaipur,Rajasthan,2024-07-24,Occasional,Paid
C02860,Customer 02860,18,Other,Jaipur,Rajasthan,2026-04-05,Occasional,Referral
C02861,Customer 02861,56,Female,Kolkata,West Bengal,2025-05-03,Occasional,Organic
C02862,Customer 02862,49,Female,Kolkata,West Bengal,2025-01-15,Regular,Social
C02863,Customer 02863,43,Male,Hyderabad,Telangana,2026-05-30,Regular,Paid
C02864,Customer 02864,34,Male,Kochi,Kerala,2024-11-06,Regular,Organic
C02865,Customer 02865,65,Male,Kochi,Kerala,2025-01-09,Regular,Social
C02866,Customer 02866,44,Female,Kochi,Kerala,2025-09-23,Premium,Paid
C02867,Customer 02867,41,Male,Hyderabad,Telangana,2025-08-14,Regular,Social
C02868,Customer 02868,52,Female,Indore,Madhya Pradesh,2024-02-11,Regular,Social
C02869,Customer 02869,63,Male,Bangalore,Karnataka,2025-06-16,Occasional,Social
C02870,Customer 02870,59,Male,Jaipur,Rajasthan,2025-06-05,Regular,Organic
C02871,Customer 02871,56,Female,Mumbai,Maharashtra,2026-04-04,Regular,Organic
C02872,Customer 02872,43,Male,Chennai,Tamil Nadu,2024-06-01,Occasional,Social
C02873,Customer 02873,55,Male,Jaipur,Rajasthan,2024-11-07,Regular,Social
C02874,Customer 02874,40,Female,Kolkata,West Bengal,2024-10-20,Occasional,Paid
C02875,Customer 02875,39,Male,Lucknow,Uttar Pradesh,2025-08-20,Occasional,Paid
C02876,Customer 02876,21,Male,Delhi,Delhi,2024-04-22,Regular,Organic
C02877,Customer 02877,26,Male,Pune,Maharashtra,2025-12-01,Regular,Social
C02878,Customer 02878,21,Female,Hyderabad,Telangana,2024-04-21,Regular,Organic
C02879,Customer 02879,24,Female,Ahmedabad,Gujarat,2024-06-23,Occasional,Organic
C02880,Customer 02880,40,Female,Delhi,Delhi,2026-04-01,Regular,Referral
C02881,Customer 02881,19,Male,Chennai,Tamil Nadu,2024-10-28,Regular,Organic
C02882,Customer 02882,41,Male,Kochi,Kerala,2025-05-30,Occasional,Social
C02883,Customer 02883,57,Male,Kolkata,West Bengal,2026-01-03,Regular,Organic
C02884,Customer 02884,48,Other,Kolkata,West Bengal,2024-08-08,Occasional,Organic
C02885,Customer 02885,64,Male,Kolkata,West Bengal,2024-06-19,Occasional,Paid
C02886,Customer 02886,48,Male,Kochi,Kerala,2024-11-13,Occasional,Paid
C02887,Customer 02887,64,Female,Ahmedabad,Gujarat,2024-07-31,Occasional,Organic
C02888,Customer 02888,57,Female,Hyderabad,Telangana,2024-09-09,Regular,Paid
C02889,Customer 02889,65,Male,Delhi,Delhi,2024-05-03,Occasional,Paid
C02890,Customer 02890,60,Male,Kochi,Kerala,2025-10-01,Regular,Social
C02891,Customer 02891,51,Male,Chennai,Tamil Nadu,2024-07-31,Regular,Organic
C02892,Customer 02892,41,Male,Hyderabad,Telangana,2025-09-15,Premium,Social
C02893,Customer 02893,43,Female,Chennai,Tamil Nadu,2024-03-25,Occasional,Referral
C02894,Customer 02894,33,Female,Hyderabad,Telangana,2025-05-30,Occasional,Organic
C02895,Customer 02895,64,Female,Ahmedabad,Gujarat,2024-03-05,Occasional,Organic
C02896,Customer 02896,30,Male,Pune,Maharashtra,2024-11-13,Premium,Paid
C02897,Customer 02897,32,Male,Chennai,Tamil Nadu,2024-12-11,Occasional,Organic
C02898,Customer 02898,44,Male,Kochi,Kerala,2025-09-23,Occasional,Paid
C02899,Customer 02899,21,Male,Hyderabad,Telangana,2024-08-30,Regular,Organic
C02900,Customer 02900,33,Female,Kolkata,West Bengal,2026-06-16,Regular,Referral
C02901,Customer 02901,47,Male,Indore,Madhya Pradesh,2024-05-16,Regular,Paid
C02902,Customer 02902,61,Male,Jaipur,Rajasthan,2024-09-03,Premium,Organic
C02903,Customer 02903,47,Male,Kolkata,West Bengal,2025-03-16,Regular,Paid
C02904,Customer 02904,53,Male,Bangalore,Karnataka,2024-02-14,Regular,Referral
C02905,Customer 02905,20,Male,Pune,Maharashtra,2025-10-19,Regular,Organic
C02906,Customer 02906,39,Female,Pune,Maharashtra,2026-05-29,Premium,Social
C02907,Customer 02907,39,Male,Kolkata,West Bengal,2025-11-18,Regular,Paid
C02908,Customer 02908,29,Female,Delhi,Delhi,2025-07-07,Premium,Social
C02909,Customer 02909,38,Male,Ahmedabad,Gujarat,2026-03-19,Occasional,Organic
C02910,Customer 02910,21,Male,Chennai,Tamil Nadu,2024-03-29,Regular,Social
C02911,Customer 02911,48,Female,Kochi,Kerala,2025-12-30,Regular,Referral
C02912,Customer 02912,61,Male,Pune,Maharashtra,2024-08-15,Regular,Paid
C02913,Customer 02913,48,Female,Kolkata,West Bengal,2026-03-20,Regular,Paid
C02914,Customer 02914,40,Male,Kolkata,West Bengal,2024-10-17,Occasional,Organic
C02915,Customer 02915,37,Female,Ahmedabad,Gujarat,2025-02-25,Regular,Social
C02916,Customer 02916,32,Female,Ahmedabad,Gujarat,2024-03-07,Regular,Referral
C02917,Customer 02917,40,Female,Mumbai,Maharashtra,2024-09-07,Occasional,Organic
C02918,Customer 02918,45,Female,Mumbai,Maharashtra,2024-02-10,Regular,Organic
C02919,Customer 02919,33,Female,Delhi,Delhi,2024-04-08,Premium,Organic
C02920,Customer 02920,54,Male,Indore,Madhya Pradesh,2024-11-01,Premium,Referral
C02921,Customer 02921,38,Female,Indore,Madhya Pradesh,2026-05-21,Premium,Referral
C02922,Customer 02922,32,Female,Delhi,Delhi,2026-05-03,Occasional,Paid
C02923,Customer 02923,34,Male,Bangalore,Karnataka,2025-03-31,Regular,Paid
C02924,Customer 02924,54,Male,Delhi,Delhi,2025-08-13,Occasional,Paid
C02925,Customer 02925,30,Female,Hyderabad,Telangana,2024-10-27,Occasional,Paid
C02926,Customer 02926,36,Female,Ahmedabad,Gujarat,2024-07-17,Regular,Organic
C02927,Customer 02927,47,Male,Indore,Madhya Pradesh,2025-10-20,Premium,Organic
C02928,Customer 02928,62,Female,Kochi,Kerala,2025-05-02,Premium,Organic
C02929,Customer 02929,35,Male,Hyderabad,Telangana,2024-04-15,Regular,Social
C02930,Customer 02930,31,Male,Chennai,Tamil Nadu,2025-02-04,Regular,Referral
C02931,Customer 02931,53,Female,Kolkata,West Bengal,2025-12-05,Regular,Social
C02932,Customer 02932,53,Male,Delhi,Delhi,2025-04-21,Regular,Paid
C02933,Customer 02933,37,Female,Kolkata,West Bengal,2024-05-01,Occasional,Social
C02934,Customer 02934,36,Male,Pune,Maharashtra,2024-03-17,Regular,Referral
C02935,Customer 02935,62,Male,Bangalore,Karnataka,2024-11-07,Regular,Paid
C02936,Customer 02936,61,,Pune,Maharashtra,2024-04-21,Occasional,Organic
C02937,Customer 02937,24,Female,Bangalore,Karnataka,2026-05-10,Premium,Referral
C02938,Customer 02938,61,Male,Mumbai,Maharashtra,2026-03-19,Regular,Social
C02939,Customer 02939,21,Male,Kolkata,West Bengal,2025-11-12,Premium,Organic
C02940,Customer 02940,51,Male,Bangalore,Karnataka,2025-06-01,Premium,Organic
C02941,Customer 02941,19,Male,Lucknow,Uttar Pradesh,2024-07-15,Regular,Referral
C02942,Customer 02942,22,Male,Indore,Madhya Pradesh,2024-04-07,Regular,Social
C02943,Customer 02943,27,Male,Lucknow,Uttar Pradesh,2025-04-03,Regular,Referral
C02944,Customer 02944,49,Female,Lucknow,Uttar Pradesh,2026-04-20,Occasional,Organic
C02945,Customer 02945,59,Male,Jaipur,Rajasthan,2024-08-17,Premium,Paid
C02946,Customer 02946,58,Female,Indore,Madhya Pradesh,2024-06-16,Regular,Paid
C02947,Customer 02947,30,Female,Hyderabad,Telangana,2026-03-19,Premium,Social
C02948,Customer 02948,56,Male,Bangalore,Karnataka,2026-02-15,Regular,Referral
C02949,Customer 02949,22,Male,Bangalore,Karnataka,2024-01-08,Regular,Referral
C02950,Customer 02950,27,Female,Hyderabad,Telangana,2024-06-20,Occasional,Organic
C02951,Customer 02951,27,Female,Kolkata,West Bengal,2024-12-25,Regular,Social
C02952,Customer 02952,55,Male,Kolkata,West Bengal,2024-07-13,Premium,Referral
C02953,Customer 02953,44,Female,Lucknow,Uttar Pradesh,2024-09-25,Regular,Social
C02954,Customer 02954,38,Male,Hyderabad,Telangana,2024-01-19,Premium,Referral
C02955,Customer 02955,25,Male,Indore,Madhya Pradesh,2024-12-19,Regular,Social
C02956,Customer 02956,18,Male,Lucknow,Uttar Pradesh,2026-05-13,Regular,Social
C02957,Customer 02957,45,Female,Pune,Maharashtra,2024-02-18,Premium,Paid
C02958,Customer 02958,56,Female,Jaipur,Rajasthan,2025-04-08,Regular,Social
C02959,Customer 02959,31,Female,Kochi,Kerala,2024-12-21,Regular,Organic
C02960,Customer 02960,38,Male,Chennai,Tamil Nadu,2026-04-29,Regular,Referral
C02961,Customer 02961,47,Female,Jaipur,Rajasthan,2024-06-06,Premium,Social
C02962,Customer 02962,38,Male,Kolkata,West Bengal,2024-03-06,Occasional,Paid
C02963,Customer 02963,26,Female,Kochi,Kerala,2026-05-08,Regular,Referral
C02964,Customer 02964,34,Male,Mumbai,Maharashtra,2025-07-24,Occasional,Paid
C02965,Customer 02965,22,Male,Delhi,Delhi,2026-03-31,Regular,Referral
C02966,Customer 02966,48,Male,Lucknow,Uttar Pradesh,2024-11-03,Regular,Social
C02967,Customer 02967,57,Female,Bangalore,Karnataka,2024-12-02,Regular,Referral
C02968,Customer 02968,55,Male,Hyderabad,Telangana,2025-11-01,Regular,Social
C02969,Customer 02969,60,Male,Hyderabad,Telangana,2026-02-21,Premium,Paid
C02970,Customer 02970,36,Male,Bangalore,Karnataka,2024-04-30,Regular,Organic
C02971,Customer 02971,53,Other,Lucknow,Uttar Pradesh,2026-02-04,Occasional,Paid
C02972,Customer 02972,50,Female,Delhi,Delhi,2025-02-07,Regular,Referral
C02973,Customer 02973,30,Female,Chennai,Tamil Nadu,2026-02-11,Premium,Organic
C02974,Customer 02974,31,Male,Delhi,Delhi,2025-10-08,Regular,Referral
C02975,Customer 02975,50,Male,Kochi,Kerala,2026-02-24,Occasional,Paid
C02976,Customer 02976,46,Female,Delhi,Delhi,2025-07-21,Occasional,Referral
C02977,Customer 02977,60,Male,Kochi,Kerala,2026-04-22,Premium,Organic
C02978,Customer 02978,53,Male,Delhi,Delhi,2024-04-05,Occasional,Referral
C02979,Customer 02979,61,Male,Chennai,Tamil Nadu,2024-04-23,Regular,Referral
C02980,Customer 02980,27,Female,Chennai,Tamil Nadu,2026-05-18,Regular,Social
C02981,Customer 02981,48,Male,Kolkata,West Bengal,2025-03-04,Regular,Referral
C02982,Customer 02982,23,Female,Bangalore,Karnataka,2025-06-23,Occasional,Referral
C02983,Customer 02983,18,Female,Chennai,Tamil Nadu,2026-03-28,Occasional,Social
C02984,Customer 02984,24,Male,Kochi,Kerala,2024-01-02,Occasional,Referral
C02985,Customer 02985,44,Male,Chennai,Tamil Nadu,2024-07-30,Premium,Organic
C02986,Customer 02986,38,Other,Kolkata,West Bengal,2025-08-02,Occasional,Social
C02987,Customer 02987,45,Female,Hyderabad,Telangana,2025-10-01,Premium,Referral
C02988,Customer 02988,33,Female,Kochi,Kerala,2024-11-28,Regular,Paid
C02989,Customer 02989,63,Female,Kolkata,West Bengal,2024-01-24,Regular,Referral
C02990,Customer 02990,40,Male,Pune,Maharashtra,2026-02-03,Regular,Social
C02991,Customer 02991,37,Female,Pune,Maharashtra,2025-01-02,Regular,Social
C02992,Customer 02992,55,Male,Mumbai,Maharashtra,2026-01-11,Regular,Social
C02993,Customer 02993,42,Female,Delhi,Delhi,2025-05-20,Occasional,Paid
C02994,Customer 02994,45,Female,Bangalore,Karnataka,2024-06-24,Regular,Paid
C02995,Customer 02995,22,Female,Ahmedabad,Gujarat,2025-03-04,Regular,Organic
C02996,Customer 02996,38,Female,bangalore,Rajasthan,2026-06-05,Occasional,Organic
C02997,Customer 02997,35,Female,Kolkata,West Bengal,2026-01-02,Premium,Social
C02998,Customer 02998,64,Male,Hyderabad,Telangana,2025-03-17,Regular,Paid
C02999,Customer 02999,23,Female,Jaipur,Rajasthan,2025-07-01,Regular,Referral
C03000,Customer 03000,46,Male,Hyderabad,Telangana,2025-05-28,Regular,Referral
C03001,Customer 03001,36,Female,Indore,Madhya Pradesh,2026-06-13,Regular,Referral
C03002,Customer 03002,50,Male,bangalore,Madhya Pradesh,2024-12-26,Regular,Organic
C03003,Customer 03003,18,Male,Indore,Madhya Pradesh,2024-09-30,Occasional,Paid
C03004,Customer 03004,62,Female,Jaipur,Rajasthan,2024-06-25,Premium,Paid
C03005,Customer 03005,20,Other,Kolkata,West Bengal,2024-09-20,Regular,Paid
C03006,Customer 03006,59,Male,Ahmedabad,Gujarat,2024-07-04,Premium,Social
C03007,Customer 03007,38,Female,Bengaluru,Rajasthan,2025-06-10,Regular,Social
C03008,Customer 03008,52,Female,Kolkata,West Bengal,2024-10-05,Regular,Paid
C03009,Customer 03009,58,Female,Chennai,Tamil Nadu,2025-12-06,Occasional,Social
C03010,Customer 03010,57,Male,Ahmedabad,Gujarat,2024-07-16,Occasional,Paid
C03011,Customer 03011,20,Female,Indore,Madhya Pradesh,2024-12-14,Regular,Referral
C03012,Customer 03012,42,Female,Kochi,Kerala,2025-02-24,Occasional,Organic
C03013,Customer 03013,62,Male,Hyderabad,Telangana,2024-10-31,Regular,Referral
C03014,Customer 03014,55,Female,Indore,Madhya Pradesh,2024-03-04,Regular,Paid
C03015,Customer 03015,62,Female,Pune,Maharashtra,2024-10-16,Regular,Organic
C03016,Customer 03016,37,Female,Delhi,Delhi,2024-01-18,Regular,Organic
C03017,Customer 03017,61,Male,Pune,Maharashtra,2024-03-04,Occasional,Paid
C03018,Customer 03018,62,,Indore,Madhya Pradesh,2026-05-23,Regular,Referral
C03019,Customer 03019,51,Female,Ahmedabad,Gujarat,2024-11-25,Regular,Organic
C03020,Customer 03020,38,Male,Kochi,Kerala,2026-05-19,Occasional,Referral
C03021,Customer 03021,65,Female,Hyderabad,Telangana,2026-02-01,Occasional,Referral
C03022,Customer 03022,40,Male,Kochi,Kerala,2024-01-17,Occasional,Referral
C03023,Customer 03023,23,Male,Jaipur,Rajasthan,2025-03-18,Regular,Referral
C03024,Customer 03024,30,Male,Hyderabad,Telangana,2024-05-20,Regular,Organic
C03025,Customer 03025,40,Female,Indore,Madhya Pradesh,2024-11-03,Regular,Referral
C03026,Customer 03026,26,Male,Jaipur,Rajasthan,2025-03-19,Regular,Social
C03027,Customer 03027,34,Female,Kolkata,West Bengal,2025-05-10,Occasional,Referral
C03028,Customer 03028,19,Female,Ahmedabad,Gujarat,2025-03-01,Occasional,Referral
C03029,Customer 03029,36,Female,Lucknow,Uttar Pradesh,2025-04-19,Occasional,Referral
C03030,Customer 03030,36,Female,Kolkata,West Bengal,2026-04-11,Premium,Paid
C03031,Customer 03031,24,Male,Mumbai,Maharashtra,2024-09-01,Occasional,Referral
C03032,Customer 03032,59,Male,Kochi,Kerala,2025-03-25,Occasional,Social
C03033,Customer 03033,59,Male,Lucknow,Uttar Pradesh,2026-03-12,Regular,Organic
C03034,Customer 03034,37,Female,Jaipur,Rajasthan,2024-12-16,Regular,Social
C03035,Customer 03035,26,Female,Chennai,Tamil Nadu,2025-08-21,Occasional,Organic
C03036,Customer 03036,34,Male,Kolkata,West Bengal,2025-12-11,Regular,Paid
C03037,Customer 03037,44,Male,Mumbai,Maharashtra,2026-05-19,Occasional,Social
C03038,Customer 03038,64,Female,Bangalore,Karnataka,2024-06-09,Regular,Social
C03039,Customer 03039,19,Male,Lucknow,Uttar Pradesh,2024-05-19,Occasional,Social
C03040,Customer 03040,53,Female,Pune,Maharashtra,2025-05-07,Occasional,Social
C03041,Customer 03041,36,Male,Hyderabad,Telangana,2025-08-10,Regular,Paid
C03042,Customer 03042,34,Female,Mumbai,Maharashtra,2025-06-14,Occasional,Referral
C03043,Customer 03043,22,Male,Ahmedabad,Gujarat,2025-01-27,Regular,Paid
C03044,Customer 03044,56,Male,Lucknow,Uttar Pradesh,2026-04-21,Regular,Paid
C03045,Customer 03045,35,Male,Kolkata,West Bengal,2025-02-04,Premium,Paid
C03046,Customer 03046,24,Male,Ahmedabad,Gujarat,2024-02-19,Regular,Referral
C03047,Customer 03047,34,Male,Pune,Maharashtra,2026-01-13,Occasional,Paid
C03048,Customer 03048,56,Male,Chennai,Tamil Nadu,2024-10-21,Occasional,Social
C03049,Customer 03049,53,Female,Kochi,Kerala,2025-02-28,Regular,Referral
C03050,Customer 03050,57,Male,Kochi,Kerala,2024-01-12,Regular,Organic
C03051,Customer 03051,62,Female,Indore,Madhya Pradesh,2024-11-30,Premium,Referral
C03052,Customer 03052,21,Male,Ahmedabad,Gujarat,2024-01-15,Regular,Paid
C03053,Customer 03053,55,Female,Jaipur,Rajasthan,2024-01-28,Occasional,Paid
C03054,Customer 03054,42,Female,Chennai,Tamil Nadu,2025-01-22,Regular,Social
C03055,Customer 03055,22,Male,Kochi,Kerala,2024-10-18,Regular,Paid
C03056,Customer 03056,47,Male,Chennai,Tamil Nadu,2026-06-05,Regular,Social
C03057,Customer 03057,29,Male,Mumbai,Maharashtra,2026-04-12,Premium,Referral
C03058,Customer 03058,21,Male,Chennai,Tamil Nadu,2024-09-06,Occasional,Paid
C03059,Customer 03059,41,Female,Delhi,Delhi,2025-05-19,Regular,Referral
C03060,Customer 03060,46,Female,Pune,Maharashtra,2024-04-07,Regular,Organic
C03061,Customer 03061,26,Female,Kochi,Kerala,2026-03-25,Occasional,Organic
C03062,Customer 03062,21,Female,Chennai,Tamil Nadu,2024-12-02,Occasional,Organic
C03063,Customer 03063,41,Female,Ahmedabad,Gujarat,2024-02-08,Occasional,Paid
C03064,Customer 03064,31,Female,Bangalore,Karnataka,2024-02-07,Occasional,Organic
C03065,Customer 03065,22,Female,Delhi,Delhi,2024-10-26,Occasional,Social
C03066,Customer 03066,35,Female,Delhi,Delhi,2024-06-27,Regular,Paid
C03067,Customer 03067,59,Male,Jaipur,Rajasthan,2025-08-31,Premium,Referral
C03068,Customer 03068,36,Male,Chennai,Tamil Nadu,2026-06-10,Regular,Organic
C03069,Customer 03069,29,Female,Indore,Madhya Pradesh,2025-04-13,Occasional,Paid
C03070,Customer 03070,35,Male,Jaipur,Rajasthan,2024-10-08,Premium,Paid
C03071,Customer 03071,34,Male,Jaipur,Rajasthan,2026-01-19,Premium,Referral
C03072,Customer 03072,47,Male,Bangalore,Karnataka,2024-06-12,Premium,Paid
C03073,Customer 03073,41,Male,Mumbai,Maharashtra,2025-03-28,Occasional,Paid
C03074,Customer 03074,28,Female,Chennai,Tamil Nadu,2024-04-06,Regular,Referral
C03075,Customer 03075,52,Male,Kolkata,West Bengal,2026-02-07,Regular,Referral
C03076,Customer 03076,40,Female,Kochi,Kerala,2024-11-04,Premium,Organic
C03077,Customer 03077,34,Female,Jaipur,Rajasthan,2024-09-18,Occasional,Referral
C03078,Customer 03078,18,Male,Pune,Maharashtra,2024-10-19,Regular,Paid
C03079,Customer 03079,32,Female,Hyderabad,Telangana,2026-02-08,Regular,Referral
C03080,Customer 03080,49,Female,Pune,Maharashtra,2024-09-05,Regular,Paid
C03081,Customer 03081,26,Male,Bangalore,Karnataka,2024-09-01,Regular,Paid
C03082,Customer 03082,32,Male,Bangalore,Karnataka,2024-09-07,Regular,Organic
C03083,Customer 03083,45,Male,Ahmedabad,Gujarat,2024-05-02,Regular,Social
C03084,Customer 03084,41,Female,Mumbai,Maharashtra,2024-11-20,Regular,Paid
C03085,Customer 03085,52,Female,Indore,Madhya Pradesh,2025-11-11,Occasional,Social
C03086,Customer 03086,39,Male,Kochi,Kerala,2025-05-15,Regular,Paid
C03087,Customer 03087,44,Male,Lucknow,Uttar Pradesh,2025-11-17,Premium,Organic
C03088,Customer 03088,36,Male,Jaipur,Rajasthan,2026-02-19,Occasional,Paid
C03089,Customer 03089,62,Female,Pune,Maharashtra,2025-12-16,Occasional,Organic
C03090,Customer 03090,29,Male,Hyderabad,Telangana,2026-04-16,Regular,Social
C03091,Customer 03091,37,Female,Bangalore,Karnataka,2024-03-06,Premium,Social
C03092,Customer 03092,18,Male,Bangalore,Karnataka,2026-04-06,Occasional,Referral
C03093,Customer 03093,38,Female,Mumbai,Maharashtra,2026-04-15,Occasional,Referral
C03094,Customer 03094,62,Female,Hyderabad,Telangana,2024-02-28,Regular,Paid
C03095,Customer 03095,18,Female,Hyderabad,Telangana,2025-12-31,Regular,Social
C03096,Customer 03096,27,Male,Mumbai,Maharashtra,2025-05-12,Premium,Organic
C03097,Customer 03097,64,Female,Bangalore,Karnataka,2025-01-07,Regular,Referral
C03098,Customer 03098,49,Male,Kochi,Kerala,2024-09-22,Premium,Referral
C03099,Customer 03099,56,Male,Chennai,Tamil Nadu,2025-10-14,Regular,Social
C03100,Customer 03100,39,Female,Chennai,Tamil Nadu,2024-08-23,Premium,Social
C03101,Customer 03101,35,Female,Mumbai,Maharashtra,2026-06-16,Regular,Social
C03102,Customer 03102,65,Female,Hyderabad,Telangana,2024-08-05,Regular,Referral
C03103,Customer 03103,63,Male,Jaipur,Rajasthan,2025-06-10,Regular,Organic
C03104,Customer 03104,49,Female,Mumbai,Maharashtra,2026-03-24,Premium,Paid
C03105,Customer 03105,44,Female,Kochi,Kerala,2025-03-16,Regular,Referral
C03106,Customer 03106,45,Female,Mumbai,Maharashtra,2025-10-11,Occasional,Referral
C03107,Customer 03107,35,Female,Delhi,Delhi,2025-02-09,Regular,Organic
C03108,Customer 03108,56,Female,Pune,Maharashtra,2026-01-13,Occasional,Paid
C03109,Customer 03109,46,Male,Hyderabad,Telangana,2025-08-23,Regular,Organic
