Campaign_ID,Customer_ID,Campaign_Type,Campaign_Name,Campaign_Date,Sent,Opened,Clicked,Converted,Campaign_Cost
M04178,C02343,SMS,Win Back,2025-01-18,1,0,0,0,1.99
M04179,C02732,Email,Win Back,2025-07-18,1,0,0,0,3.74
M04180,C03002,Push,Festive Sale,2025-04-13,1,1,0,0,4.75
M04181,C03976,Push,Weekend Offer,2025-01-11,1,0,0,0,1.69
M04182,C01065,Social,Loyalty Offer,2025-05-13,1,1,0,0,3.34
M04183,C01138,Social,Clearance,2025-12-07,1,0,0,0,4.88
M04184,C01583,Push,Win Back,2025-01-15,1,1,1,0,4.59
M04185,C01860,Email,Weekend Offer,2025-01-07,1,1,0,0,0.75
M04186,C02267,SMS,Festive Sale,2025-10-26,1,0,0,0,5.71
M04187,C04773,Email,Festive Sale,2025-10-10,1,1,0,0,2.94
M04188,C02900,Email,Weekend Offer,2025-08-28,1,1,1,0,6.94
M04189,C03159,Email,Festive Sale,2025-05-13,1,0,0,0,0.64
M04190,C04456,SMS,Win Back,2025-09-20,1,0,0,0,3.29
M04191,C02455,Email,Clearance,2025-04-28,1,1,1,0,7.98
M04192,C00312,Email,Loyalty Offer,2025-04-28,1,0,0,0,7.77
M04193,C03273,Social,Loyalty Offer,2025-12-06,1,0,0,0,4.13
M04194,C03013,Push,Clearance,2025-05-21,1,1,0,0,1.45
M04195,C04418,Push,Weekend Offer,2025-09-20,1,0,0,0,2.95
M04196,C01414,Social,New Arrival,2025-03-05,1,1,1,0,6.66
M04197,C04404,Social,Clearance,2025-11-11,1,1,0,0,2.71
M04198,C03123,Email,Loyalty Offer,2025-10-24,1,1,0,0,4.63
M04199,C04855,Email,Clearance,2025-01-21,1,0,0,0,5.22
M04200,C00761,Email,Festive Sale,2025-06-12,1,1,0,0,4.54
M04201,C02520,Email,New Arrival,2025-08-21,1,0,0,0,7.44
M04202,C03176,Social,Weekend Offer,2025-05-19,1,1,0,0,5.76
M04203,C01088,SMS,Clearance,2025-05-24,1,1,0,0,4.27
M04204,C02997,Social,Weekend Offer,2025-03-17,1,1,0,0,5.18
M04205,C02839,Push,Clearance,2025-05-12,1,0,0,0,3.45
M04206,C04765,Push,Festive Sale,2025-06-15,1,0,0,0,3.61
M04207,C01953,Email,New Arrival,2025-09-26,1,0,0,0,5.95
M04208,C00189,SMS,Festive Sale,2025-08-30,1,1,1,0,2.25
M04209,C02987,SMS,Clearance,2025-08-03,1,1,0,0,3.7
M04210,C03191,SMS,Loyalty Offer,2025-08-23,1,0,0,0,3.05
M04211,C02808,Social,Win Back,2025-06-25,1,0,0,0,5.73
M04212,C00793,Email,Weekend Offer,2025-11-16,1,0,0,0,4.17
M04213,C04259,Email,Clearance,2025-11-15,1,0,0,0,7.77
M04214,C01104,Social,New Arrival,2025-06-25,1,1,0,0,4.0
M04215,C04568,Email,Weekend Offer,2025-06-28,1,0,0,0,3.08
M04216,C04645,Email,Festive Sale,2025-11-06,1,0,0,0,3.21
M04217,C01405,Social,Win Back,2025-11-28,1,0,0,0,3.63
M04218,C04724,Email,Festive Sale,2025-10-17,1,1,0,0,5.51
M04219,C02815,Email,Clearance,2025-01-12,1,0,0,0,2.73
M04220,C00343,Email,Festive Sale,2025-07-23,1,1,0,0,1.42
M04221,C01895,Email,Win Back,2025-03-27,1,0,0,0,1.76
M04222,C00730,Push,Clearance,2025-03-16,1,0,0,0,4.38
M04223,C01132,Push,Win Back,2025-04-20,1,1,1,0,5.59
M04224,C04105,SMS,Festive Sale,2025-04-10,1,0,0,0,3.08
M04225,C02567,SMS,New Arrival,2025-05-04,1,0,0,0,2.73
M04226,C03433,Social,Loyalty Offer,2025-06-10,1,1,0,0,5.94
M04227,C02072,Email,Clearance,2025-04-05,1,0,0,0,7.78
M04228,C04033,Push,Weekend Offer,2025-03-21,1,1,0,0,6.63
M04229,C04503,Social,Loyalty Offer,2025-09-22,1,0,0,0,1.61
M04230,C00248,Social,Festive Sale,2025-06-26,1,0,0,0,3.21
M04231,C00784,Social,Festive Sale,2025-01-17,1,0,0,0,3.53
M04232,C01760,Email,Clearance,2025-05-07,1,0,0,0,5.85
M04233,C04890,Push,Win Back,2025-12-18,1,0,0,0,5.71
M04234,C00858,SMS,Festive Sale,2025-08-07,1,1,0,0,6.65
M04235,C04072,Social,Loyalty Offer,2025-10-14,1,1,0,0,4.79
M04236,C04044,Social,Festive Sale,2025-02-12,1,1,0,0,3.62
M04237,C04440,Email,New Arrival,2025-08-25,1,0,0,0,0.65
M04238,C03060,Social,Weekend Offer,2025-06-11,1,1,0,0,1.74
M04239,C02811,Social,Loyalty Offer,2025-09-15,1,1,1,1,1.95
M04240,C04093,SMS,Clearance,2025-10-12,1,1,1,1,0.56
M04241,C00711,SMS,Clearance,2025-07-10,1,1,0,0,3.82
M04242,C04527,Email,Loyalty Offer,2025-05-15,1,0,0,0,3.12
M04243,C03710,SMS,Clearance,2025-02-10,1,0,0,0,7.11
M04244,C01962,SMS,Festive Sale,2025-05-19,1,1,1,1,1.92
M04245,C00701,Push,Weekend Offer,2025-02-18,1,0,0,0,1.67
M04246,C00665,Email,Win Back,2025-02-05,1,0,0,0,5.75
M04247,C00240,Social,Win Back,2025-11-08,1,0,0,0,4.92
M04248,C04992,SMS,Loyalty Offer,2025-04-24,1,1,0,0,4.0
M04249,C01219,Email,Festive Sale,2025-10-03,1,0,0,0,2.27
M04250,C01612,SMS,Festive Sale,2025-10-03,1,0,0,0,2.85
M04251,C03494,Social,Loyalty Offer,2025-06-26,1,0,1,0,6.78
M04252,C03129,SMS,Festive Sale,2025-03-28,1,1,0,0,6.08
M04253,C03115,Push,Weekend Offer,2025-01-05,1,1,0,0,5.8
M04254,C01820,Email,Weekend Offer,2025-07-13,1,1,0,0,5.98
M04255,C00299,Social,Weekend Offer,2025-01-26,1,0,0,0,1.59
M04256,C03386,SMS,Win Back,2025-04-14,1,0,0,0,2.81
M04257,C02485,Email,Loyalty Offer,2025-01-28,1,0,0,0,1.15
M04258,C04449,Push,Clearance,2025-01-06,1,0,0,0,1.26
M04259,C00940,SMS,Clearance,2025-09-30,1,1,0,0,3.11
M04260,C02079,Email,Weekend Offer,2025-11-08,1,1,0,0,3.25
M04261,C04490,SMS,Festive Sale,2025-11-09,1,0,0,0,2.83
M04262,C01439,Social,New Arrival,2025-09-21,1,1,0,0,1.24
M04263,C02233,Email,Win Back,2025-05-28,1,0,1,0,7.81
M04264,C01189,Email,Win Back,2025-03-25,1,0,0,0,0.7
M04265,C00537,Email,Weekend Offer,2025-05-31,1,0,0,0,0.5
M04266,C00083,Social,Clearance,2025-03-16,1,0,0,0,1.05
M04267,C01473,Social,Clearance,2025-12-08,1,0,0,0,6.44
M04268,C01217,SMS,Weekend Offer,2025-11-06,1,0,0,0,3.1
M04269,C03090,SMS,Festive Sale,2025-02-14,1,0,0,1,3.13
M04270,C01946,Email,New Arrival,2025-01-31,1,1,0,0,2.36
M04271,C00778,SMS,Loyalty Offer,2025-09-23,1,0,0,0,4.56
M04272,C00985,Social,Win Back,2025-09-20,1,0,0,0,1.15
M04273,C04709,Social,New Arrival,2025-05-07,1,0,0,0,4.49
M04274,C03437,SMS,Clearance,2025-02-02,1,0,0,0,3.39
M04275,C00168,Social,Weekend Offer,2025-12-16,1,0,0,0,3.02
M04276,C02219,SMS,Loyalty Offer,2025-01-05,1,0,0,0,1.16
M04277,C01424,Email,Win Back,2025-01-13,1,0,0,0,4.76
M04278,C04975,Social,Clearance,2025-05-09,1,1,1,0,1.54
M04279,C04597,SMS,Win Back,2025-12-30,1,0,0,0,6.77
M04280,C04462,Social,Win Back,2025-05-29,1,0,0,0,4.83
M04281,C00720,SMS,Weekend Offer,2025-05-19,1,0,0,0,2.9
M04282,C01852,Email,Weekend Offer,2025-12-21,1,0,0,0,1.23
M04283,C04186,Email,Festive Sale,2025-10-22,1,1,0,0,0.55
M04284,C04290,Push,Win Back,2025-03-31,1,0,0,0,0.99
M04285,C03312,Push,Win Back,2025-11-21,1,0,0,0,1.57
M04286,C03585,Email,Festive Sale,2025-11-16,1,1,1,0,4.43
M04287,C01705,Email,New Arrival,2025-03-15,1,1,1,0,1.83
M04288,C03359,SMS,New Arrival,2025-06-19,1,0,0,0,6.29
M04289,C01871,SMS,Loyalty Offer,2025-03-02,1,1,0,0,2.6
M04290,C02116,Social,Weekend Offer,2025-10-27,1,1,1,0,3.96
M04291,C04297,Email,Festive Sale,2025-07-27,1,1,0,0,6.42
M04292,C01047,Social,New Arrival,2025-08-26,1,1,1,0,4.86
M04293,C04976,Social,Weekend Offer,2025-07-03,1,0,0,0,5.24
M04294,C02036,Social,Festive Sale,2025-07-23,1,0,0,0,5.4
M04295,C02339,Push,Win Back,2025-09-15,1,0,0,0,7.26
M04296,C01669,Social,Clearance,2025-07-21,1,0,0,0,4.1
M04297,C03618,Push,Win Back,2025-06-20,1,0,0,0,3.19
M04298,C00590,SMS,Weekend Offer,2025-10-16,1,0,0,0,4.41
M04299,C03456,Email,New Arrival,2025-07-19,1,1,0,0,2.0
M04300,C04355,Push,New Arrival,2025-12-11,1,1,1,0,4.43
M04301,C04779,Social,Loyalty Offer,2025-01-10,1,1,0,0,3.27
M04302,C02400,Email,Clearance,2025-04-15,1,1,0,0,3.13
M04303,C01204,Social,Loyalty Offer,2025-09-16,1,1,0,0,5.05
M04304,C02889,SMS,Festive Sale,2025-03-03,1,1,0,0,6.77
M04305,C02947,Push,Festive Sale,2025-02-10,1,0,0,0,6.06
M04306,C00206,Email,New Arrival,2025-04-21,1,0,0,0,7.6
M04307,C03212,Social,Festive Sale,2025-06-21,1,0,0,0,1.76
M04308,C04207,Push,Clearance,2025-08-27,1,0,0,0,2.79
M04309,C00704,SMS,New Arrival,2025-06-07,1,1,0,0,7.16
M04310,C04116,Email,Clearance,2025-01-19,1,0,0,0,5.34
M04311,C00861,Social,Loyalty Offer,2025-12-04,1,0,0,0,6.89
M04312,C00088,Email,New Arrival,2025-03-16,1,0,0,0,3.35
M04313,C01902,Push,New Arrival,2025-03-16,1,1,1,0,2.95
M04314,C03180,Push,Clearance,2025-03-21,1,0,0,0,6.32
M04315,C02601,Social,Win Back,2025-07-07,1,0,0,0,6.26
M04316,C04195,Social,Clearance,2025-12-17,1,0,0,0,6.84
M04317,C04425,Push,Clearance,2025-01-08,1,0,0,0,6.82
M04318,C01782,Email,Weekend Offer,2025-10-01,1,0,0,0,4.19
M04319,C02389,Email,Weekend Offer,2025-09-14,1,1,1,1,6.98
M04320,C01545,Social,Clearance,2025-10-25,1,0,0,0,3.02
M04321,C00033,Social,New Arrival,2025-09-05,1,0,0,0,4.44
M04322,C02095,Email,Loyalty Offer,2025-04-09,1,0,0,0,1.95
M04323,C04592,Push,Festive Sale,2025-11-02,1,0,0,0,7.63
M04324,C04399,Email,New Arrival,2025-12-29,1,1,0,0,7.22
M04325,C02102,Email,Clearance,2025-12-16,1,0,0,0,6.99
M04326,C04189,Email,New Arrival,2025-03-08,1,0,0,0,7.71
M04327,C03941,Email,Loyalty Offer,2025-11-20,1,1,1,0,4.87
M04328,C01405,Social,Win Back,2025-10-18,1,0,0,0,5.11
M04329,C01881,Social,Weekend Offer,2025-08-11,1,0,0,0,3.7
M04330,C01762,Push,New Arrival,2025-07-26,1,0,0,0,7.19
M04331,C00671,Email,Weekend Offer,2025-09-22,1,0,0,1,7.79
M04332,C03607,Email,New Arrival,2025-09-06,1,0,0,0,1.95
M04333,C00633,Social,Loyalty Offer,2025-01-10,1,1,0,0,1.36
M04334,C04566,Social,New Arrival,2025-04-26,1,0,0,0,5.62
M04335,C04386,Email,New Arrival,2025-02-06,1,1,1,0,2.2
M04336,C03631,SMS,Festive Sale,2025-05-04,1,1,1,0,4.36
M04337,C03866,SMS,Clearance,2025-02-06,1,0,0,0,4.86
M04338,C04436,Email,Win Back,2025-12-24,1,0,0,0,3.83
M04339,C00897,Email,New Arrival,2025-08-29,1,1,1,1,3.2
M04340,C01855,Email,New Arrival,2025-06-18,1,0,0,0,2.24
M04341,C03056,Email,Clearance,2025-11-27,1,1,0,0,7.92
M04342,C01402,Email,Win Back,2025-10-20,1,0,0,0,7.72
M04343,C03475,Email,Weekend Offer,2025-03-31,1,0,0,0,0.74
M04344,C01777,SMS,Festive Sale,2025-10-24,1,1,0,0,1.45
M04345,C00638,Social,Festive Sale,2025-06-03,1,1,0,0,4.72
M04346,C03936,Social,Weekend Offer,2025-10-10,1,0,0,0,2.75
M04347,C03672,Push,Win Back,2025-05-28,1,1,0,0,2.31
M04348,C03214,SMS,Weekend Offer,2025-08-05,1,0,0,0,2.62
M04349,C03261,SMS,Clearance,2025-08-19,1,0,0,0,3.51
M04350,C02340,Email,Festive Sale,2025-03-13,1,0,0,0,5.72
M04351,C00897,Email,Festive Sale,2025-06-27,1,0,0,0,2.02
M04352,C03440,SMS,New Arrival,2025-11-01,1,0,0,0,3.68
M04353,C01580,Social,New Arrival,2025-01-13,1,0,0,0,1.83
M04354,C02766,Email,Loyalty Offer,2025-04-14,1,1,0,0,2.91
M04355,C00164,SMS,Clearance,2025-12-25,1,0,0,0,3.51
M04356,C00811,Social,New Arrival,2025-10-04,1,0,0,0,1.82
M04357,C02292,SMS,Clearance,2025-09-01,1,0,0,0,1.56
M04358,C02144,SMS,Weekend Offer,2025-01-10,1,0,0,0,1.43
M04359,C04935,SMS,Win Back,2025-02-21,1,0,0,0,3.51
M04360,C01527,Email,Festive Sale,2025-08-24,1,0,0,0,4.62
M04361,C03697,Push,Clearance,2025-08-16,1,1,0,0,7.8
M04362,C02637,Email,Clearance,2025-04-08,1,1,1,0,0.6
M04363,C03313,Email,Loyalty Offer,2025-11-03,1,0,0,0,5.35
M04364,C01953,Social,Weekend Offer,2025-11-29,1,0,0,0,5.3
M04365,C00460,Email,Weekend Offer,2025-09-24,1,0,0,0,6.43
M04366,C01555,Email,Festive Sale,2025-08-26,1,1,0,0,4.96
M04367,C00254,Push,Win Back,2025-08-02,1,1,1,0,5.06
M04368,C00664,SMS,Loyalty Offer,2025-01-05,1,1,1,0,2.21
M04369,C02921,Email,Festive Sale,2025-04-24,1,0,0,0,1.04
M04370,C02129,Social,Win Back,2025-04-27,1,0,0,0,0.94
M04371,C04012,Email,Weekend Offer,2025-09-09,1,0,0,0,2.51
M04372,C04695,Email,Win Back,2025-02-15,1,0,0,0,5.97
M04373,C00901,Email,Win Back,2025-08-13,1,1,0,0,6.25
M04374,C01728,SMS,Win Back,2025-04-13,1,1,0,0,7.09
M04375,C01559,Email,Win Back,2025-06-29,1,1,0,0,4.45
M04376,C03577,Email,Weekend Offer,2025-04-28,1,0,0,0,3.94
M04377,C01840,Email,New Arrival,2025-06-19,1,0,0,0,1.98
M04378,C00721,Email,Weekend Offer,2025-08-29,1,0,0,0,6.08
M04379,C00501,Email,Festive Sale,2025-06-27,1,1,0,0,1.57
M04380,C03578,Email,New Arrival,2025-09-16,1,0,0,0,6.72
M04381,C03457,Email,New Arrival,2025-05-30,1,0,0,0,7.19
M04382,C00356,Email,Clearance,2025-04-15,1,0,0,0,6.95
M04383,C04194,Social,Clearance,2025-01-09,1,0,0,0,3.08
M04384,C03606,Social,Clearance,2025-02-23,1,0,0,0,7.51
M04385,C02661,Email,Win Back,2025-07-14,1,1,1,0,1.05
M04386,C00455,Email,Clearance,2025-06-24,1,0,0,0,7.18
M04387,C02122,Email,Weekend Offer,2025-11-09,1,0,0,0,2.35
M04388,C04087,SMS,Festive Sale,2025-06-12,1,0,0,0,4.25
M04389,C03465,Social,Win Back,2025-05-03,1,0,0,0,0.96
M04390,C03234,SMS,Festive Sale,2025-03-31,1,0,0,0,4.43
M04391,C01949,Social,Loyalty Offer,2025-02-04,1,1,1,0,4.36
M04392,C00752,Email,Festive Sale,2025-06-11,1,0,1,1,1.24
M04393,C03721,SMS,Clearance,2025-07-05,1,1,0,0,6.06
M04394,C04859,Email,Win Back,2025-10-18,1,1,0,0,1.98
M04395,C00467,Social,Win Back,2025-10-11,1,0,0,0,5.4
M04396,C02845,SMS,New Arrival,2025-11-23,1,1,0,0,6.51
M04397,C03651,Social,Weekend Offer,2025-11-26,1,1,0,0,6.53
M04398,C01237,SMS,Win Back,2025-01-18,1,0,0,0,3.89
M04399,C02894,Push,Win Back,2025-05-29,1,1,1,0,6.53
M04400,C03568,Email,Loyalty Offer,2025-11-18,1,0,0,0,2.28
M04401,C02060,SMS,Weekend Offer,2025-05-17,1,0,0,0,5.09
M04402,C00568,Social,New Arrival,2025-05-06,1,0,0,0,3.8
M04403,C02606,SMS,Festive Sale,2025-06-21,1,1,1,0,4.95
M04404,C04505,Email,Win Back,2025-12-14,1,0,0,0,4.5
M04405,C04173,Email,Win Back,2025-12-13,1,1,1,1,4.37
M04406,C01890,Email,Win Back,2025-12-13,1,1,0,0,0.88
M04407,C00429,Email,Weekend Offer,2025-10-31,1,1,1,0,3.69
M04408,C03252,SMS,Weekend Offer,2025-03-12,1,1,0,0,3.86
M04409,C00606,Email,Win Back,2025-04-28,1,0,0,0,2.14
M04410,C00491,Email,Win Back,2025-06-17,1,0,0,1,3.4
M04411,C02713,Social,Festive Sale,2025-11-18,1,0,0,0,5.58
M04412,C01091,Push,Clearance,2025-03-27,1,0,0,0,1.01
M04413,C01849,Email,Loyalty Offer,2025-04-06,1,1,0,0,7.17
M04414,C03656,Push,Clearance,2025-09-08,1,0,0,0,6.8
M04415,C03550,Email,Festive Sale,2025-01-09,1,1,0,0,7.28
M04416,C04821,Email,Loyalty Offer,2025-03-28,1,0,0,0,6.41
M04417,C03964,SMS,New Arrival,2025-11-19,1,0,0,0,4.17
M04418,C02962,Push,Festive Sale,2025-05-31,1,0,0,0,1.41
M04419,C01617,Email,Festive Sale,2025-06-01,1,1,0,0,3.39
M04420,C04327,Email,Win Back,2025-02-09,1,1,0,0,2.51
M04421,C02539,Push,New Arrival,2025-02-12,1,0,0,0,1.97
M04422,C03935,Social,Festive Sale,2025-03-16,1,0,0,0,5.44
M04423,C01713,Push,Loyalty Offer,2025-01-11,1,1,0,0,1.98
M04424,C03307,Email,Festive Sale,2025-02-22,1,0,0,0,0.86
M04425,C02162,Social,Win Back,2025-11-29,1,0,0,0,4.15
M04426,C01510,Push,New Arrival,2025-06-13,1,0,0,0,2.48
M04427,C01471,SMS,Weekend Offer,2025-03-11,1,1,1,1,7.71
M04428,C03132,SMS,Clearance,2025-05-30,1,0,0,0,3.53
M04429,C03335,Email,Weekend Offer,2025-07-11,1,0,0,0,5.61
M04430,C03480,Email,Clearance,2025-10-07,1,1,1,0,0.76
M04431,C02138,Email,Festive Sale,2025-08-22,1,0,0,0,5.83
M04432,C02939,Email,Weekend Offer,2025-08-17,1,0,1,0,6.39
M04433,C04636,SMS,Clearance,2025-07-13,1,0,0,0,5.24
M04434,C03893,Social,Weekend Offer,2025-02-28,1,0,0,0,2.03
M04435,C03045,Social,Festive Sale,2025-03-26,1,0,0,0,0.99
M04436,C01990,Email,Loyalty Offer,2025-01-06,1,1,0,0,7.77
M04437,C03849,Social,Festive Sale,2025-09-05,1,0,0,0,3.92
M04438,C03627,Social,Festive Sale,2025-09-09,1,0,0,0,7.6
M04439,C02925,Push,New Arrival,2025-10-28,1,0,0,0,7.52
M04440,C00992,Social,New Arrival,2025-05-05,1,0,0,0,7.28
M04441,C00056,SMS,Weekend Offer,2025-05-23,1,0,0,0,4.98
M04442,C04733,Social,New Arrival,2025-01-08,1,0,0,0,2.88
M04443,C01450,Email,New Arrival,2025-08-24,1,0,0,0,2.03
M04444,C00821,Email,Win Back,2025-02-10,1,1,1,0,2.62
M04445,C00717,Email,Clearance,2025-07-15,1,0,0,0,7.6
M04446,C01195,Social,Weekend Offer,2025-12-25,1,0,0,0,5.76
M04447,C04367,SMS,Festive Sale,2025-05-07,1,1,0,0,2.52
M04448,C01293,Push,Clearance,2025-02-22,1,1,0,0,6.33
M04449,C01983,SMS,Weekend Offer,2025-07-28,1,0,0,0,3.22
M04450,C03825,Social,Festive Sale,2025-02-23,1,0,0,0,6.06
M04451,C04317,Email,Weekend Offer,2025-06-06,1,0,0,0,2.76
M04452,C00077,SMS,Loyalty Offer,2025-08-25,1,0,0,0,0.91
M04453,C02853,Email,Loyalty Offer,2025-11-12,1,0,0,0,2.85
M04454,C03351,Push,New Arrival,2025-02-13,1,0,0,0,6.68
M04455,C04949,Email,Win Back,2025-11-03,1,1,0,0,2.88
M04456,C02939,Social,Festive Sale,2025-08-23,1,0,0,0,7.07
M04457,C01581,Email,Win Back,2025-05-29,1,0,0,0,3.75
M04458,C03333,Email,Clearance,2025-02-25,1,1,0,0,1.07
M04459,C04387,Email,Win Back,2025-05-11,1,0,0,0,1.92
M04460,C02999,SMS,Loyalty Offer,2025-03-26,1,0,0,0,7.08
M04461,C04288,Email,Festive Sale,2025-10-19,1,1,0,0,0.54
M04462,C03612,Email,Festive Sale,2025-04-15,1,0,0,0,5.76
M04463,C00968,SMS,Loyalty Offer,2025-04-02,1,0,0,0,7.99
M04464,C02464,SMS,Clearance,2025-09-25,1,0,0,0,1.54
M04465,C04450,Push,Win Back,2025-05-02,1,0,0,0,1.39
M04466,C01054,Social,Clearance,2025-08-07,1,1,0,0,4.35
M04467,C02163,Push,Festive Sale,2025-07-26,1,0,0,0,6.99
M04468,C02642,Email,New Arrival,2025-06-22,1,0,0,0,1.79
M04469,C00904,Social,Festive Sale,2025-03-01,1,0,0,0,2.7
M04470,C04031,Push,Festive Sale,2025-01-04,1,0,0,0,7.84
M04471,C03664,Social,Festive Sale,2025-06-23,1,0,0,0,5.17
M04472,C03390,Social,Festive Sale,2025-02-15,1,0,0,0,7.93
M04473,C03490,SMS,Weekend Offer,2025-02-17,1,0,0,0,5.16
M04474,C03265,Email,Loyalty Offer,2025-10-01,1,0,0,0,3.91
M04475,C01396,Social,New Arrival,2025-02-16,1,1,0,0,2.74
M04476,C03249,SMS,Festive Sale,2025-11-09,1,0,0,0,5.83
M04477,C04514,Email,Festive Sale,2025-01-05,1,0,0,0,4.07
M04478,C04737,Social,New Arrival,2025-07-23,1,1,0,0,4.47
M04479,C04448,Email,Weekend Offer,2025-02-19,1,0,0,0,4.41
M04480,C01350,Email,Weekend Offer,2025-01-24,1,0,0,0,6.98
M04481,C03250,Email,Loyalty Offer,2025-07-20,1,1,0,0,7.99
M04482,C00971,Email,Loyalty Offer,2025-10-01,1,1,0,0,4.36
M04483,C02177,Email,Festive Sale,2025-12-02,1,1,0,0,1.69
M04484,C03101,SMS,Clearance,2025-10-19,1,0,0,0,1.26
M04485,C00732,SMS,Clearance,2025-06-13,1,0,1,0,4.26
M04486,C02180,Social,Loyalty Offer,2025-11-13,1,0,0,0,2.86
M04487,C00257,Email,Loyalty Offer,2025-11-09,1,0,0,0,5.39
M04488,C03688,Social,Festive Sale,2025-02-13,1,0,0,0,7.75
M04489,C03142,Social,Clearance,2025-04-03,1,0,0,0,1.64
M04490,C03971,Push,Festive Sale,2025-12-19,1,0,0,1,6.04
M04491,C02212,Social,Weekend Offer,2025-10-19,1,1,0,0,5.72
M04492,C03822,Email,Weekend Offer,2025-01-02,1,1,0,0,1.24
M04493,C00359,Push,Loyalty Offer,2025-08-02,1,1,0,0,5.3
M04494,C02992,Social,Win Back,2025-06-20,1,0,0,0,4.06
M04495,C02404,Social,Festive Sale,2025-11-29,1,0,0,0,0.78
M04496,C00844,Email,Win Back,2025-03-21,1,0,0,1,6.04
M04497,C04095,Social,New Arrival,2025-12-16,1,1,1,0,5.4
M04498,C00760,Email,Festive Sale,2025-05-16,1,0,0,0,6.1
M04499,C02366,Email,Weekend Offer,2025-03-24,1,0,0,0,4.35
M04500,C04769,Social,Festive Sale,2025-06-21,1,1,0,0,2.21
M04501,C01514,Email,New Arrival,2025-03-06,1,0,0,0,6.28
M04502,C00683,Email,Loyalty Offer,2025-11-04,1,1,0,0,7.04
M04503,C01031,Email,Clearance,2025-11-03,1,0,0,0,2.49
M04504,C02552,Email,Festive Sale,2025-10-02,1,0,0,0,5.41
M04505,C04019,Social,Clearance,2025-06-25,1,1,0,0,6.01
M04506,C02428,Social,Win Back,2025-10-25,1,0,0,0,5.01
M04507,C01498,Social,Loyalty Offer,2025-02-20,1,0,0,0,6.44
M04508,C00324,Email,Loyalty Offer,2025-07-09,1,1,0,0,5.15
M04509,C04760,Email,Weekend Offer,2025-11-05,1,1,0,0,3.19
M04510,C01964,SMS,Loyalty Offer,2025-09-06,1,1,0,0,2.53
M04511,C04014,Email,Festive Sale,2025-05-22,1,1,0,0,1.5
M04512,C02930,Social,New Arrival,2025-09-22,1,0,0,0,2.66
M04513,C04075,SMS,Weekend Offer,2025-04-27,1,0,0,0,4.92
M04514,C03693,Push,New Arrival,2025-02-06,1,0,0,0,7.37
M04515,C03974,SMS,Clearance,2025-05-30,1,0,0,0,5.06
M04516,C03395,Push,Win Back,2025-10-17,1,0,0,0,6.95
M04517,C00483,Push,Loyalty Offer,2025-09-19,1,0,0,0,1.44
M04518,C02536,Email,Win Back,2025-01-01,1,1,0,0,4.88
M04519,C01242,Push,Loyalty Offer,2025-03-12,1,0,0,0,5.16
M04520,C01037,Push,Festive Sale,2025-05-12,1,0,0,0,0.55
M04521,C03333,Email,Weekend Offer,2025-12-14,1,1,1,1,4.94
M04522,C00676,Social,Loyalty Offer,2025-10-27,1,0,0,0,4.46
M04523,C00021,Email,New Arrival,2025-05-08,1,0,0,0,5.03
M04524,C00143,Email,Loyalty Offer,2025-04-17,1,0,0,0,0.92
M04525,C01490,SMS,Weekend Offer,2025-07-04,1,0,0,0,1.31
M04526,C00485,Email,Win Back,2025-09-07,1,1,0,0,3.53
M04527,C01850,Email,Clearance,2025-06-05,1,0,0,0,5.59
M04528,C01270,Email,New Arrival,2025-03-23,1,1,1,1,5.65
M04529,C02867,SMS,Weekend Offer,2025-09-22,1,0,0,0,0.81
M04530,C03110,Social,Clearance,2025-10-20,1,0,0,0,6.19
M04531,C02864,Push,New Arrival,2025-05-02,1,0,0,0,4.1
M04532,C03948,Social,New Arrival,2025-12-20,1,0,1,0,5.39
M04533,C03028,SMS,Loyalty Offer,2025-04-20,1,0,0,0,2.3
M04534,C01887,Email,Festive Sale,2025-01-20,1,0,0,0,2.9
M04535,C03500,SMS,Win Back,2025-08-16,1,1,1,0,1.84
M04536,C01730,Email,Win Back,2025-07-31,1,0,0,0,3.5
M04537,C01026,Social,Festive Sale,2025-10-07,1,0,0,0,6.75
M04538,C03098,Email,Win Back,2025-08-17,1,1,1,0,2.76
M04539,C01371,Social,Loyalty Offer,2025-01-02,1,0,0,0,5.44
M04540,C01571,Email,Loyalty Offer,2025-06-27,1,1,0,0,4.09
M04541,C03561,Email,Weekend Offer,2025-12-04,1,0,0,0,7.12
M04542,C01540,Social,Win Back,2025-10-14,1,1,0,0,0.92
M04543,C03230,Email,Clearance,2025-05-18,1,0,0,0,5.31
M04544,C01653,Email,Clearance,2025-11-12,1,0,0,0,1.67
M04545,C00612,SMS,New Arrival,2025-10-19,1,0,0,0,3.33
M04546,C04010,Social,Clearance,2025-02-28,1,1,0,0,6.69
M04547,C02984,Email,New Arrival,2025-01-26,1,0,0,0,7.66
M04548,C00932,Email,Loyalty Offer,2025-03-02,1,1,0,0,5.48
M04549,C01461,SMS,New Arrival,2025-05-01,1,0,0,0,2.92
M04550,C03425,Email,Loyalty Offer,2025-08-16,1,0,0,0,3.91
M04551,C04335,Email,New Arrival,2025-06-07,1,0,0,0,1.31
M04552,C00678,Email,Clearance,2025-02-06,1,0,1,0,3.43
M04553,C02615,Email,Festive Sale,2025-10-21,1,1,0,0,4.8
M04554,C04233,Email,Loyalty Offer,2025-05-07,1,1,0,0,2.54
M04555,C00738,Social,New Arrival,2025-01-19,1,0,0,0,6.96
